pid,date,Condition,Image,problem_Order,HOO_Position,Simplification,trialElapsedTime,finalNumerator,finalDenominator,true_final_numerator,true_final_denominator,Correct
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC9.png,17,Right,Yes,30.4441,129.0,42.0,43,14,TRUE
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC3.png,18,Left,Yes,35.9536,89.0,36.0,89,36,TRUE
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC4.png,19,Left,No,19.6387,49.0,16.0,49,16,TRUE
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC6.png,20,Left,No,21.9023,37.0,30.0,37,30,TRUE
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC7.png,21,Right,Yes,34.283,38.0,20.0,19,10,TRUE
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC2.png,22,Left,Yes,38.3562,72.0,42.0,41,21,FALSE
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC10.png,23,Right,No,10.3311,37.0,16.0,37,16,TRUE
wpi6173084465wg9125,2024-11-05_17h33.37.523,Congruent,CC8.png,24,Right,Yes,35.789,50.0,42.0,25,21,TRUE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P5.png,1,Left,No,122.0316,144.0,96.0,31,24,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P4.png,2,Left,No,29.1284,70.0,12.0,71,12,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P12.png,3,Right,No,23.1806,68.0,14.0,51,28,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P7.png,4,Right,Yes,51.9099,22.3,3.0,67,9,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P1.png,5,Left,Yes,22.2797,38.0,20.0,31,20,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P2.png,6,Left,Yes,18.813,24.0,10.0,28,15,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P11.png,7,Right,No,68.5129,57.0,54.0,23,18,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P10.png,8,Right,No,34.0765,13.7,3.0,43,12,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P8.png,9,Right,Yes,27.7143,72.0,40.0,41,20,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P3.png,10,Left,Yes,31.6805,48.0,60.0,21,20,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P6.png,11,Left,No,21.7811,90.0,48.0,49,24,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,P9.png,12,Right,Yes,35.6145,45.0,42.0,33,14,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,IC6.png,13,Left,No,22.5953,87.0,150.0,37,30,FALSE
wpi6173102fk4950044,2024-11-07_19h33.11.265,Incongruent,IC11.png,14,Right,No,43.3641,41.0,96.0,19,24,FALSE
